MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue_100k,BedroomRatio,RoomsPerPerson,Income_x_Coastal,IncomeBand,AgeGroup,CoastalCategory,CaliforniaRegion
5.5,10.0,5.837146702557201,1.0767160161507403,1813.0,2.440107671601615,37.67,-121.87,2.472,0.18445930366612867,2.3921676778819636,43.285000000000025,High income,Newer,Coastal / West,Bay Area / Northern Coast
4.9879,28.0,6.517985611510792,1.0575539568345325,853.0,3.068345323741007,37.67,-121.87,2.294,0.16225165562913907,2.1242672919109027,39.25477300000002,High income,Established,Coastal / West,Bay Area / Northern Coast
6.8132,4.0,6.359838274932614,0.9986522911051212,1895.0,2.5539083557951483,37.68,-121.85,2.825,0.15702479338842976,2.4902374670184697,53.48361999999996,High income,Newer,Coastal / West,Bay Area / Northern Coast
5.6399,14.0,6.389140271493213,1.057315233785822,1833.0,2.764705882352941,37.66,-121.85,3.006,0.1654863078375826,2.3109656301145667,44.273214999999965,High income,Newer,Coastal / West,Bay Area / Northern Coast
4.1597,22.0,5.678125,1.0375,1699.0,2.6546875,37.66,-121.86,2.932,0.18271876719867916,2.1389052383755147,32.695242,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.7519,27.0,7.331775700934579,1.1308411214953271,583.0,2.7242990654205608,37.66,-121.87,2.785,0.15423836838750798,2.6912521440823327,45.267453000000025,High income,Established,Coastal / West,Bay Area / Northern Coast
5.6417,13.0,6.76,1.0635897435897437,4847.0,2.4856410256410255,37.66,-121.84,3.529,0.15733576088605677,2.7196203837425212,44.23092800000002,High income,Newer,Coastal / West,Bay Area / Northern Coast
10.3203,43.0,5.428571428571429,0.9523809523809524,83.0,1.9761904761904765,37.72,-121.85,4.0,0.17543859649122806,2.7469879518072284,81.01435499999994,High income,Older,Coastal / West,Bay Area / Northern Coast
4.3472,47.0,6.0476190476190474,1.0952380952380951,51.0,2.4285714285714284,37.73,-121.82,3.75,0.1811023622047244,2.4901960784313726,33.99510399999997,Upper-middle income,Historic,Coastal / West,Bay Area / Northern Coast
6.6827,13.0,6.916606757728253,0.9662113587347232,4389.0,3.1552839683680807,37.7,-121.86,3.137,0.13969441845961958,2.1920710868079287,52.52602199999999,High income,Newer,Coastal / West,Bay Area / Northern Coast
3.62,4.0,4.9629331184528604,1.216760676873489,2649.0,2.1345688960515714,37.69,-121.89,1.393,0.24516967040103912,2.3250283125707814,28.5618,Upper-middle income,Newer,Coastal / West,Bay Area / Northern Coast
7.3588,16.0,7.447916666666667,0.9618055555555556,1952.0,3.388888888888889,37.65,-121.77,3.275,0.12913752913752913,2.1977459016393444,57.17787599999997,High income,Established,Coastal / West,Bay Area / Northern Coast
5.7239,26.0,6.401433691756273,1.096774193548387,771.0,2.763440860215054,37.61,-121.62,4.306,0.1713325867861142,2.3164721141374836,43.61611800000003,High income,Established,Coastal / West,Bay Area / Northern Coast
4.2083,32.0,6.9655172413793105,1.2758620689655171,144.0,2.4827586206896552,37.77,-121.61,1.25,0.18316831683168314,2.8055555555555554,32.025163,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
6.1023,17.0,6.630952380952381,1.3968253968253967,729.0,2.892857142857143,37.7,-121.72,4.5,0.21065230400957508,2.292181069958848,47.10975599999999,High income,Established,Coastal / West,Bay Area / Northern Coast
3.9864,12.0,5.2558575445173386,0.9831302717900656,2595.0,2.4320524835988753,37.71,-121.73,2.002,0.18705420827389443,2.1610789980732177,30.81487200000002,Upper-middle income,Newer,Coastal / West,Bay Area / Northern Coast
4.8624,11.0,5.68,1.0447058823529412,5826.0,2.7416470588235295,37.71,-121.75,1.924,0.18392709196354598,2.07174733951253,37.6836,High income,Newer,Coastal / West,Bay Area / Northern Coast
9.1531,25.0,5.811764705882353,0.9529411764705882,254.0,2.988235294117647,37.74,-121.77,4.188,0.16396761133603238,1.9448818897637794,71.11958699999997,High income,Established,Coastal / West,Bay Area / Northern Coast
4.7361,22.0,6.08021978021978,1.0362637362637364,2474.0,2.718681318681319,37.7,-121.8,2.168,0.17043195373215256,2.2364591754244136,36.94157999999999,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.4324,17.0,5.97583081570997,0.9652567975830816,2222.0,3.3564954682779455,37.69,-121.8,2.155,0.1615267947421638,1.7803780378037806,42.37271999999999,High income,Established,Coastal / West,Bay Area / Northern Coast
4.9375,12.0,5.974921630094044,1.1003134796238243,802.0,2.5141065830721003,37.69,-121.82,2.277,0.18415529905561384,2.376558603491272,38.61124999999997,High income,Newer,Coastal / West,Bay Area / Northern Coast
3.3841,29.0,4.842031029619182,1.002820874471086,1919.0,2.706629055007052,37.69,-121.76,1.844,0.2071074861637052,1.7889525794684733,26.260616000000017,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.5532,36.0,4.53494623655914,1.0,950.0,2.553763440860215,37.68,-121.77,1.584,0.22050978067575577,1.7757894736842106,27.608363999999984,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
3.3618,34.0,5.114967462039045,1.0802603036876357,1157.0,2.509761388286334,37.69,-121.78,1.746,0.2111959287531807,2.038029386343993,26.154804000000006,Middle income,Older,Coastal / West,Bay Area / Northern Coast
4.3533,35.0,4.9877622377622375,1.027972027972028,1761.0,3.0786713286713288,37.69,-121.78,1.684,0.20609884332281808,1.6201022146507664,33.868674000000006,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
4.5357,25.0,6.013371537726838,1.0334288443170965,3200.0,3.0563514804202483,37.69,-121.79,1.884,0.17185514612452352,1.9675,35.33310300000003,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.7068,9.0,5.861561119293078,1.0839469808541973,1705.0,2.511045655375552,37.7,-121.76,2.567,0.1849246231155779,2.334310850439883,44.28476800000003,High income,Newer,Coastal / West,Bay Area / Northern Coast
3.7212,26.0,5.07088122605364,1.0268199233716475,1422.0,2.7241379310344827,37.69,-121.75,1.838,0.20249338874197204,1.861462728551336,28.8393,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.2443,35.0,6.673003802281369,1.1368821292775666,702.0,2.6692015209125475,37.68,-121.75,1.834,0.17037037037037037,2.5,40.643325,High income,Older,Coastal / West,Bay Area / Northern Coast
4.2361,35.0,5.340974212034384,1.0229226361031518,1189.0,3.4068767908309456,37.68,-121.76,1.775,0.19152360515021458,1.567703952901598,32.872136000000026,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
3.1856,32.0,5.472081218274112,1.0507614213197969,555.0,2.817258883248731,37.68,-121.76,1.869,0.19202226345083487,1.9423423423423425,24.720256000000017,Middle income,Older,Coastal / West,Bay Area / Northern Coast
5.4496,17.0,6.1809899787427875,1.0607348921955664,8768.0,2.662617673853629,37.68,-121.73,2.389,0.17161245946742656,2.32139598540146,42.12540800000002,High income,Established,Coastal / West,Bay Area / Northern Coast
3.0222,17.0,4.576470588235294,1.2823529411764707,1392.0,2.0470588235294116,37.68,-121.78,1.725,0.28020565552699234,2.235632183908046,23.512716000000005,Middle income,Established,Coastal / West,Bay Area / Northern Coast
2.6667,44.0,4.541284403669724,1.0275229357798166,277.0,2.541284403669725,37.68,-121.77,1.792,0.2262626262626263,1.787003610108303,20.72025899999999,Middle income,Older,Coastal / West,Bay Area / Northern Coast
3.7301,52.0,5.147971360381861,0.9976133651551312,929.0,2.217183770883055,37.68,-121.76,2.044,0.19378766805748726,2.3218514531754573,28.94557600000002,Upper-middle income,Historic,Coastal / West,Bay Area / Northern Coast
4.6806,41.0,5.211805555555555,1.0381944444444444,629.0,2.1840277777777777,37.68,-121.77,2.094,0.19920053297801465,2.3863275039745626,36.36826199999998,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
5.7907,20.0,6.408260524225576,0.966640190627482,3489.0,2.771247021445592,37.67,-121.77,2.642,0.15084283589489336,2.3124104327887642,44.99373899999998,High income,Established,Coastal / West,Bay Area / Northern Coast
6.3705,6.0,6.4594017094017095,1.106837606837607,1225.0,2.6175213675213675,37.67,-121.76,3.5,0.17135296063513067,2.467755102040816,49.435080000000035,High income,Newer,Coastal / West,Bay Area / Northern Coast
5.2649,26.0,6.88785046728972,1.071651090342679,1024.0,3.190031152647975,37.67,-121.78,1.998,0.15558570782451378,2.1591796875,40.960922000000004,High income,Established,Coastal / West,Bay Area / Northern Coast
6.0797,26.0,6.2514450867052025,0.9797687861271676,947.0,2.7369942196531793,37.67,-121.79,2.11,0.1567267683772538,2.284054910242872,47.36086300000004,High income,Established,Coastal / West,Bay Area / Northern Coast
4.8571,28.0,6.591078066914498,1.033457249070632,804.0,2.9888475836431225,37.67,-121.78,2.011,0.15679639029892836,2.205223880597015,37.78823800000001,High income,Established,Coastal / West,Bay Area / Northern Coast
3.8523,25.0,5.5,1.1807909604519775,900.0,2.542372881355932,37.66,-121.78,1.93,0.21468926553672318,2.1633333333333336,29.970894000000005,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.98,22.0,6.586469534050179,0.9901433691756272,6693.0,2.9986559139784945,37.66,-121.79,2.45,0.15032990952996395,2.1964739279844614,46.58420000000004,High income,Established,Coastal / West,Bay Area / Northern Coast
2.45,17.0,8.973684210526315,1.855263157894737,338.0,2.223684210526316,38.69,-119.78,1.176,0.20674486803519065,4.035502958579881,14.161000000000003,Lower income,Established,Inland / East,Northern California Inland
2.2417,15.0,10.51530612244898,2.372448979591837,573.0,2.923469387755102,38.72,-119.93,0.979,0.22561863173216887,3.5968586387434556,13.293281000000015,Lower income,Newer,Inland / East,Northern California Inland
3.15,16.0,29.852941176470587,5.323529411764706,202.0,1.9803921568627452,38.52,-120.0,1.406,0.17832512315270935,15.074257425742573,18.9,Middle income,Established,Coastal / West,Northern California Inland
3.4609,14.0,8.62530413625304,1.708029197080292,946.0,2.3017031630170317,38.48,-120.56,1.209,0.1980253878702398,3.7473572938689212,22.70350400000001,Middle income,Newer,Coastal / West,Northern California Inland
3.0,13.0,6.317596566523605,1.1974248927038629,1091.0,2.3412017167381975,38.45,-120.59,1.19,0.18953804347826092,2.6984417965169567,19.77000000000001,Middle income,Newer,Coastal / West,Northern California Inland
3.2031,16.0,7.972375690607735,1.3756906077348066,435.0,2.403314917127072,38.46,-120.55,1.292,0.17255717255717254,3.3172413793103446,20.98030499999999,Middle income,Established,Coastal / West,Northern California Inland
2.5208,17.0,6.396067415730337,1.3314606741573034,767.0,2.154494382022472,38.45,-120.55,0.991,0.20816864295125168,2.96870925684485,16.511239999999994,Lower income,Established,Coastal / West,Northern California Inland
2.3549,18.0,5.646209386281589,1.288808664259928,618.0,2.2310469314079424,38.43,-120.55,1.089,0.2282608695652174,2.530744336569579,15.424594999999995,Lower income,Established,Coastal / West,Northern California Inland
3.0125,15.0,10.168591224018476,2.0577367205542725,1103.0,2.5473441108545036,38.55,-120.25,1.117,0.20236202589143765,3.9918404351767904,18.828125,Middle income,Newer,Coastal / West,Northern California Inland
2.05,34.0,6.0588235294117645,1.358288770053476,495.0,2.6470588235294117,38.54,-120.79,0.689,0.2241835834068844,2.2888888888888888,13.919500000000012,Lower income,Older,Coastal / West,Northern California Inland
3.125,23.0,6.375796178343949,1.2420382165605095,369.0,2.35031847133758,38.51,-120.8,0.964,0.19480519480519481,2.712737127371273,21.249999999999993,Middle income,Established,Coastal / West,Northern California Inland
2.65,10.0,6.805343511450381,1.286259541984733,638.0,2.435114503816794,38.5,-120.65,1.167,0.18900729108244535,2.794670846394984,17.622500000000013,Middle income,Newer,Coastal / West,Northern California Inland
3.5,17.0,6.3375,1.2875,607.0,2.529166666666667,38.47,-120.76,1.238,0.20315581854043394,2.5057660626029654,23.660000000000018,Middle income,Established,Coastal / West,Northern California Inland
2.5476,25.0,4.770833333333333,1.03125,657.0,2.28125,38.45,-120.88,0.979,0.21615720524017468,2.091324200913242,17.527487999999988,Lower income,Established,Coastal / West,Northern California Inland
3.9107,40.0,6.5,1.1495327102803738,546.0,2.5514018691588785,38.43,-120.79,1.298,0.1768511861969806,2.5476190476190474,26.553653000000022,Upper-middle income,Older,Coastal / West,Northern California Inland
4.2917,13.0,6.4605263157894735,1.162280701754386,597.0,2.6184210526315788,38.44,-120.69,1.213,0.17990495587236932,2.4673366834170856,28.711472999999987,Upper-middle income,Newer,Coastal / West,Northern California Inland
3.3393,15.0,5.777777777777778,1.0833333333333333,529.0,2.449074074074074,38.5,-120.93,1.072,0.1875,2.3591682419659734,23.141349000000023,Middle income,Newer,Coastal / West,Northern California Inland
4.3029,16.0,6.090592334494773,1.1219512195121952,4930.0,17.177700348432055,38.42,-120.97,1.219,0.1842105263157895,0.3545638945233266,29.991212999999995,Upper-middle income,Established,Coastal / West,Northern California Inland
2.8125,28.0,5.7277936962750715,1.0959885386819483,1614.0,2.312320916905444,38.37,-120.87,1.134,0.1913456728364182,2.477075588599752,19.321875000000013,Middle income,Established,Coastal / West,Northern California Inland
3.5508,27.0,5.785,1.0883333333333334,1793.0,2.9883333333333333,38.34,-120.98,0.991,0.188130221838087,1.9358616843279421,24.784584000000017,Upper-middle income,Established,Coastal / West,Northern California Inland
3.2589,18.0,6.372146118721461,1.1232876712328768,1187.0,2.7100456621004567,38.32,-120.88,1.03,0.17628090290218562,2.3513058129738837,22.421231999999986,Middle income,Established,Coastal / West,Northern California Inland
3.2937,13.0,6.832786885245902,1.4721311475409835,834.0,2.734426229508197,38.26,-120.93,1.142,0.21545105566218808,2.498800959232614,22.825341000000023,Middle income,Newer,Coastal / West,Northern California Inland
3.0465,17.0,5.932843651626443,1.1385099685204616,2237.0,2.3473242392444913,38.42,-120.72,1.441,0.19189954014856736,2.5274921770227983,20.472479999999997,Middle income,Established,Coastal / West,Northern California Inland
2.3125,15.0,5.681022880215343,1.098250336473755,1737.0,2.3378196500672948,38.38,-120.77,1.286,0.19331911869225302,2.4300518134715023,15.65562499999999,Lower income,Newer,Coastal / West,Northern California Inland
2.525,9.0,5.839869281045751,1.1339869281045751,806.0,2.633986928104575,38.38,-120.72,1.572,0.19418019026301064,2.21712158808933,16.967999999999996,Lower income,Newer,Coastal / West,Northern California Inland
3.175,18.0,5.6272965879265096,1.1023622047244095,985.0,2.585301837270342,38.4,-120.66,1.185,0.19589552238805968,2.176649746192893,21.145499999999988,Middle income,Established,Coastal / West,Northern California Inland
2.6078,23.0,5.760299625468165,1.142322097378277,730.0,2.7340823970037453,38.42,-120.65,1.167,0.19830949284785432,2.106849315068493,17.341870000000014,Middle income,Established,Coastal / West,Northern California Inland
2.7399,15.0,6.218905472636816,1.1459369817578773,1444.0,2.39469320066335,38.39,-120.62,1.348,0.18426666666666666,2.5969529085872574,18.138138000000012,Middle income,Newer,Coastal / West,Northern California Inland
2.7236,19.0,5.77208480565371,1.0848056537102473,1252.0,2.2120141342756185,38.36,-120.69,1.099,0.1879400061218243,2.6094249201277955,18.22088399999999,Middle income,Established,Coastal / West,Northern California Inland
4.4531,16.0,5.901408450704225,1.0845070422535212,559.0,2.624413145539906,38.34,-120.71,1.443,0.18377088305489264,2.2486583184257602,29.88030099999997,Upper-middle income,Established,Coastal / West,Northern California Inland
3.2135,37.0,5.541322314049586,1.0578512396694215,533.0,2.2024793388429753,38.31,-120.8,1.236,0.19090231170768085,2.515947467166979,21.85179999999999,Middle income,Older,Coastal / West,Northern California Inland
3.1142,12.0,5.5385915492957745,1.0822535211267603,4644.0,2.616338028169014,39.76,-121.83,1.126,0.19540229885057467,2.1169250645994833,24.384185999999993,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
3.0068,23.0,5.230635335073977,0.9712793733681462,2710.0,2.358572671888598,39.76,-121.82,1.073,0.18569051580698837,2.2177121771217716,23.51317599999998,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.0905,12.0,5.122489959839357,1.0562248995983936,3628.0,2.428380187416332,39.78,-121.86,1.178,0.20619364954919642,2.1094266813671445,24.29133,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
1.9362,17.0,4.397831526271894,0.981651376146789,2446.0,2.0400333611342787,39.77,-121.85,0.899,0.22321259245211453,2.1557645134914147,15.199169999999988,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.3155,14.0,4.29014598540146,1.131386861313869,1215.0,2.2171532846715327,39.76,-121.84,1.023,0.2637175669927691,1.934979423868313,18.153520000000007,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.0094,19.0,4.351529694061187,1.0707858428314336,4030.0,2.4175164967006597,39.76,-121.86,0.873,0.24607113316790735,1.8,15.793883999999998,Lower income,Established,Coastal / West,Bay Area / Northern Coast
3.07,15.0,5.385624344176286,0.9758656873032528,4591.0,2.408709338929696,39.76,-121.89,1.426,0.18119824646858254,2.2358963188847745,24.2223,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
1.6785,12.0,4.485285101164929,1.011036174126303,7517.0,2.304414469650521,39.74,-121.88,1.531,0.22541179686966034,1.9463881867766395,13.226579999999993,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
3.6625,22.0,5.747474747474747,0.9966329966329966,822.0,2.7676767676767677,39.75,-121.87,1.266,0.17340363210310486,2.076642335766423,28.82387500000002,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
3.5046,18.0,5.63481228668942,1.0546075085324231,856.0,2.9215017064846416,39.75,-121.86,1.183,0.18715929739551784,1.9287383177570094,27.546155999999996,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.9,7.0,6.554716981132075,1.0943396226415094,747.0,2.818867924528302,39.74,-121.87,1.47,0.1669545192861255,2.325301204819277,30.693000000000016,Upper-middle income,Newer,Coastal / West,Bay Area / Northern Coast
1.8095,39.0,4.403100775193798,0.9844961240310076,267.0,2.0697674418604652,39.75,-121.85,0.781,0.22359154929577463,2.1273408239700373,14.204574999999991,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.2833,39.0,4.3143939393939394,1.003787878787879,623.0,2.359848484848485,39.74,-121.85,0.858,0.23266022827041266,1.8282504012841092,17.923904999999987,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.5633,41.0,4.590189873417722,1.0901898734177216,1426.0,2.2563291139240507,39.74,-121.85,0.845,0.23750430885901413,2.0343618513323984,12.27190499999999,Lower income,Older,Coastal / West,Bay Area / Northern Coast
3.4191,52.0,4.530612244897959,0.8163265306122449,1107.0,11.29591836734694,39.73,-121.85,1.375,0.18018018018018017,0.40108401084010836,26.83993499999998,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
0.9393,17.0,4.518469656992084,1.0910290237467015,2469.0,3.257255936675462,39.73,-121.85,0.889,0.24145985401459846,1.3872012960712838,7.373504999999994,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.1019,13.0,4.456632653061225,1.0752551020408163,1571.0,2.003826530612245,39.74,-121.86,1.202,0.24127074985689753,2.2240611075747934,8.660934000000001,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
1.7284,29.0,4.362,1.053,2053.0,2.053,39.75,-121.84,0.745,0.24140302613480052,2.1246955674622505,13.550656000000005,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.2621,43.0,5.314285714285714,1.0696428571428571,1181.0,2.1089285714285713,39.74,-121.84,0.851,0.20127688172043012,2.5198983911939035,17.73486400000001,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.575,34.0,5.493265993265993,1.0168350168350169,1290.0,2.1717171717171717,39.74,-121.83,1.303,0.185105730922464,2.529457364341085,20.162249999999997,Middle income,Older,Coastal / West,Bay Area / Northern Coast
4.3309,28.0,6.820855614973262,1.0106951871657754,1011.0,2.7032085561497325,39.75,-121.8,1.252,0.14817718541748334,2.52324431256182,33.781019999999984,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
3.0253,29.0,5.6732600732600735,1.0073260073260073,3316.0,2.429304029304029,39.75,-121.82,1.114,0.17755681818181818,2.3353437876960195,23.65784599999998,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.2016,37.0,5.899736147757256,0.9815303430079156,974.0,2.569920844327177,39.75,-121.82,0.97,0.16636851520572452,2.295687885010267,25.036511999999977,Middle income,Older,Coastal / West,Bay Area / Northern Coast
3.1125,11.0,5.705696202531645,1.071993670886076,3264.0,2.5822784810126582,39.75,-121.8,1.226,0.18788130892956187,2.2095588235294117,24.27749999999999,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
3.0625,8.0,5.283194057567316,1.1039925719591457,2887.0,2.680594243268338,39.73,-121.79,1.163,0.20896309314586994,1.9709040526498092,23.85687500000002,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
2.125,8.0,4.827586206896552,0.9655172413793104,84.0,2.896551724137931,39.71,-121.78,1.792,0.2,1.6666666666666665,16.532500000000002,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.2925,44.0,4.669329073482428,1.0527156549520766,1371.0,2.1900958466453675,39.73,-121.82,0.858,0.22545330140266848,2.1320204230488695,17.927349999999983,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.6797,52.0,4.396103896103896,0.987012987012987,379.0,2.461038961038961,39.73,-121.84,0.948,0.22451994091580502,1.7862796833773087,13.168848000000006,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.5481,52.0,5.02,1.0,311.0,3.11,39.73,-121.84,2.0,0.19920318725099603,1.6141479099678455,12.137104000000006,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.987,52.0,4.328282828282828,1.1717171717171715,520.0,2.6262626262626263,39.73,-121.84,1.125,0.2707117852975496,1.648076923076923,7.738080000000004,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.9566,52.0,4.260233918128655,1.1374269005847952,802.0,2.345029239766082,39.72,-121.84,0.69,0.26698695950583384,1.816708229426434,7.499744000000003,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.3672,52.0,4.291479820627803,1.1793721973094171,513.0,2.3004484304932737,39.73,-121.84,0.55,0.27481713688610243,1.8654970760233918,10.718848000000005,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.0064,52.0,4.618037135278515,1.063660477453581,753.0,1.9973474801061009,39.73,-121.83,0.779,0.23032739804709937,2.312084993359894,15.710111999999999,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.6911,18.0,4.771653543307087,1.022965879265092,5022.0,3.295275590551181,39.72,-121.85,0.988,0.2143839383938394,1.4480286738351256,13.27513499999999,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.6827,52.0,4.934725848563969,1.0966057441253263,974.0,2.5430809399477807,39.72,-121.83,0.787,0.2222222222222222,1.9404517453798769,13.175540999999997,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.5863,21.0,5.154081632653061,1.075510204081633,2948.0,3.0081632653061225,39.7,-121.81,0.813,0.20867155018808162,1.7133649932157393,12.389003000000004,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.7426,33.0,4.993318485523385,1.1514476614699332,1160.0,2.5835189309576836,39.73,-121.82,0.603,0.23059768064228367,1.9327586206896554,13.627131999999987,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.5064,42.0,4.3858615611192935,1.0220913107511045,1879.0,2.767304860088365,39.72,-121.82,0.663,0.23304231027535255,1.5848855774348058,11.78004799999999,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.0288,18.0,4.3487544483985765,0.8896797153024911,708.0,2.5195729537366547,39.71,-121.81,1.167,0.20458265139116202,1.725988700564972,15.844928000000005,Lower income,Established,Coastal / West,Bay Area / Northern Coast
4.5032,11.0,6.3,1.0185185185185186,2456.0,3.0320987654320986,39.82,-121.87,1.597,0.16166960611405057,2.077768729641694,35.440184000000016,Upper-middle income,Newer,Coastal / West,Bay Area / Northern Coast
3.7007,26.0,6.272311212814645,1.032036613272311,1217.0,2.7848970251716247,39.71,-121.89,1.392,0.16453848960233491,2.2522596548890714,29.198523,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
3.5735,16.0,5.080419580419581,1.0454545454545454,904.0,3.160839160839161,39.79,-121.97,0.896,0.20578114246386783,1.6073008849557524,28.480794999999997,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
3.5375,38.0,5.840425531914893,1.1170212765957446,275.0,2.925531914893617,39.68,-121.84,1.531,0.1912568306010929,1.9963636363636361,27.734000000000012,Upper-middle income,Older,Coastal / West,Bay Area / Northern Coast
2.8306,25.0,5.464019851116626,1.0471464019851116,1109.0,2.7518610421836227,39.64,-121.8,0.875,0.19164396003633058,1.9855725879170425,22.07867999999999,Middle income,Established,Coastal / West,Bay Area / Northern Coast
4.712,20.0,6.265,1.015,1705.0,2.841666666666667,39.66,-121.77,1.586,0.16201117318435754,2.204692082111437,36.61223999999998,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
2.3833,24.0,5.643382352941177,1.025735294117647,726.0,2.6691176470588234,39.59,-121.74,0.951,0.1817589576547231,2.1143250688705235,18.44674199999999,Lower income,Established,Coastal / West,Bay Area / Northern Coast
3.0625,20.0,5.86,1.112,745.0,2.98,39.59,-121.9,0.938,0.18976109215017065,1.9664429530201344,24.193750000000016,Middle income,Established,Coastal / West,Bay Area / Northern Coast
2.7143,16.0,6.385300668151448,1.244988864142539,1203.0,2.6792873051224944,39.88,-121.75,0.953,0.19497732821764913,2.3832086450540317,21.035825000000003,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.5189,15.0,5.489010989010989,1.0274725274725274,1786.0,2.4532967032967035,39.82,-121.68,1.413,0.18718718718718716,2.2374020156774916,27.025152000000023,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
2.4028,17.0,31.77777777777778,9.703703703703704,47.0,1.7407407407407407,40.06,-121.54,0.675,0.30536130536130535,18.25531914893617,18.117112000000017,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.3036,22.0,6.246808510638298,1.2127659574468086,611.0,2.6,39.97,-121.51,0.73,0.19414168937329704,2.402618657937807,17.30003600000001,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.8657,14.0,5.850574712643678,1.0306513409961686,665.0,2.5478927203065136,39.86,-121.59,1.196,0.1761624099541585,2.2962406015037593,21.75066300000001,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
2.2419,16.0,5.653940886699507,1.1133004926108374,1904.0,2.3448275862068964,39.83,-121.58,0.932,0.19690699194075365,2.4112394957983194,16.993601999999996,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.4537,10.0,5.583333333333333,0.9839743589743588,721.0,2.3108974358974357,39.8,-121.6,1.179,0.17623421354764637,2.416088765603329,18.648119999999984,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.5374,11.0,5.828267477203648,1.1048632218844985,1456.0,2.2127659574468086,39.79,-121.62,0.972,0.18956975228161668,2.6339285714285716,19.33498800000001,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.3507,12.0,5.531073446327683,1.0423728813559323,875.0,2.4717514124293785,39.82,-121.59,0.976,0.18845760980592444,2.2377142857142855,17.841813000000005,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.3079,12.0,5.672727272727273,1.059090909090909,1532.0,2.3212121212121213,39.83,-121.6,0.953,0.18669871794871795,2.443864229765013,17.540039999999987,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
2.6147,11.0,6.26813880126183,1.1466876971608833,1610.0,2.5394321766561516,39.82,-121.63,1.077,0.18293910417715148,2.4683229813664593,19.950160999999987,Middle income,Newer,Coastal / West,Bay Area / Northern Coast
2.567,18.0,5.022556390977444,1.0018796992481205,1151.0,2.1635338345864663,39.79,-121.6,1.029,0.19947604790419163,2.321459600347524,19.509199999999986,Middle income,Established,Coastal / West,Bay Area / Northern Coast
